name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
Etruria89/Ontology_Experimental,https://github.com/Etruria89/Ontology_Experimental,2021-10-30,2021-11-20,21,2021-10-30,21
Ewenwan/Ros,https://github.com/Ewenwan/Ros,2017-09-04,2020-06-27,1027,2017-09-04,1027
Expertinos/ros-indigo-robotino,https://github.com/Expertinos/ros-indigo-robotino,2014-09-25,2015-10-31,401,2014-09-09,417
FaiScofield/roch_GPSR,https://github.com/FaiScofield/roch_GPSR,2018-04-10,2018-04-10,0,2018-04-10,0
Fasermaler/coding-notes,https://github.com/Fasermaler/coding-notes,2018-10-19,2019-08-16,301,2018-10-19,301
felipemohr/behavior_tree_ros,https://github.com/felipemohr/behavior_tree_ros,2020-11-08,2020-11-30,22,2020-11-08,22
felix-kolbe/executive_rgoap,https://github.com/felix-kolbe/executive_rgoap,2012-01-20,2014-01-22,733,2014-01-09,13
felix-kolbe/uashh-rvl-ros-pkg,https://github.com/felix-kolbe/uashh-rvl-ros-pkg,2012-01-20,2014-02-19,761,2012-01-20,761
FelixLuciano/Elements-of-Computer-Vision,https://github.com/FelixLuciano/Elements-of-Computer-Vision,2021-12-22,2021-12-29,7,2021-12-22,7
feressalem/rosi_challenge_ppgeas_ufsc,https://github.com/feressalem/rosi_challenge_ppgeas_ufsc,2019-09-16,2019-10-21,35,2019-08-23,59
ferherranz/multi_robot,https://github.com/ferherranz/multi_robot,2014-12-18,2015-05-20,153,2014-12-18,153
fersolerv/ROS_dev,https://github.com/fersolerv/ROS_dev,2020-04-13,2020-08-03,112,2020-04-13,112
FilipHesse/experimental_robotics_lab1,https://github.com/FilipHesse/experimental_robotics_lab1,2020-10-19,2020-10-25,6,2020-10-19,6
fisherofearth/MobileRobotics_ROB599S15,https://github.com/fisherofearth/MobileRobotics_ROB599S15,2016-04-13,2016-04-13,0,2016-04-13,0
FL-MAY/AWS_CodeBuild,https://github.com/FL-MAY/AWS_CodeBuild,2019-09-05,2020-03-10,187,2019-09-05,187
FL-MAY/Roboscrub,https://github.com/FL-MAY/Roboscrub,2019-09-03,2019-10-08,35,2019-09-03,35
floweisshardt/atf,https://github.com/floweisshardt/atf,2015-04-26,2021-12-09,2419,2016-04-28,2051
fly-duck/waypoints,https://github.com/fly-duck/waypoints,2020-10-12,2020-10-15,3,2019-07-25,448
fontysrobotics/assisted_cleaning_solution,https://github.com/fontysrobotics/assisted_cleaning_solution,2021-05-12,2021-07-09,58,2021-05-11,59
francisc0garcia/robdos_sim,https://github.com/francisc0garcia/robdos_sim,2016-10-22,2017-04-04,164,2016-11-24,131
FraPorta/exp_assignment2,https://github.com/FraPorta/exp_assignment2,2020-12-07,2020-12-18,11,2020-12-07,11
FraPorta/exp_assignment3,https://github.com/FraPorta/exp_assignment3,2021-02-07,2021-04-01,53,2021-02-07,53
FraPorta/pet_behaviour_,https://github.com/FraPorta/pet_behaviour_,2020-10-01,2020-11-09,39,2020-10-01,39
FraTesta/experimental_ws,https://github.com/FraTesta/experimental_ws,2020-10-28,2021-05-13,197,2020-10-28,197
freshNfunky/ros-indigo,https://github.com/freshNfunky/ros-indigo,2016-08-11,2017-01-31,173,2016-08-11,173
fselius/qtcopter,https://github.com/fselius/qtcopter,2015-03-16,2016-06-07,449,2015-03-16,449
fsuarez6/rate_position_controller,https://github.com/fsuarez6/rate_position_controller,2014-03-24,2015-01-20,302,2014-03-24,302
Fua6655/pepper_actor,https://github.com/Fua6655/pepper_actor,2018-07-25,2018-07-25,0,2018-07-25,0
fujy/ROS-Project,https://github.com/fujy/ROS-Project,2015-12-25,2016-08-26,245,2015-12-25,245
gabrielcruzarias/lis_turtlebots,https://github.com/gabrielcruzarias/lis_turtlebots,2014-11-13,2015-03-20,127,2014-11-13,127
gabrielcruzarias/push_objects,https://github.com/gabrielcruzarias/push_objects,2013-12-26,2014-01-21,26,2013-12-26,26
Gabrieljsss/stuffThatIdid,https://github.com/Gabrieljsss/stuffThatIdid,2018-07-31,2018-08-20,20,2018-07-31,20
gabrielmf1/algrobot20,https://github.com/gabrielmf1/algrobot20,2020-03-10,2020-05-19,70,2020-03-10,70
gabrielmf1/Project1Robotica,https://github.com/gabrielmf1/Project1Robotica,2020-05-25,2020-05-28,3,2020-05-24,4
gabrielzezze/projeto1-robotica-computacional,https://github.com/gabrielzezze/projeto1-robotica-computacional,2019-04-19,2020-11-05,566,2019-04-19,566
gabrielzezze/robotics-activities,https://github.com/gabrielzezze/robotics-activities,2019-02-25,2020-11-05,619,2019-02-25,619
Garyxud/melodic-all,https://github.com/Garyxud/melodic-all,2020-09-14,2020-09-14,0,2020-09-14,0
Garyxud/melodic-desktop,https://github.com/Garyxud/melodic-desktop,2020-09-13,2020-09-13,0,2020-09-13,0
Garyxud/Raspbian-ROS-Source,https://github.com/Garyxud/Raspbian-ROS-Source,2020-09-13,2020-09-14,1,2020-09-13,1
Garyxud/ros-kinetic-desktop-full,https://github.com/Garyxud/ros-kinetic-desktop-full,2020-09-12,2020-09-12,0,2020-09-12,0
Gastd/motion_ctrl,https://github.com/Gastd/motion_ctrl,2020-10-05,2021-08-05,304,2020-10-05,304
gautam2410/ua-ros-pkg,https://github.com/gautam2410/ua-ros-pkg,2009-12-04,2013-01-24,1147,2015-03-15,-780
gbiggs/ros_book_sample_code,https://github.com/gbiggs/ros_book_sample_code,2016-09-09,2017-04-26,229,2016-09-09,229
Geniussh/ROS-Navigation,https://github.com/Geniussh/ROS-Navigation,2022-01-07,2022-01-20,13,2022-01-07,13
gerac83/ug_bluerobot,https://github.com/gerac83/ug_bluerobot,2017-07-05,2019-05-07,671,2017-07-05,671
geraldo96/exp_assignment2,https://github.com/geraldo96/exp_assignment2,2020-12-10,2020-12-15,5,2020-12-10,5
geraldo96/exp_assignment3,https://github.com/geraldo96/exp_assignment3,2021-11-11,2021-12-10,29,2021-11-11,29
geraldo96/ExperimentalRobotsAss1,https://github.com/geraldo96/ExperimentalRobotsAss1,2020-10-24,2020-11-11,18,2020-10-24,18
gerardcanal/NAO-UPC,https://github.com/gerardcanal/NAO-UPC,2014-07-09,2015-03-04,238,2014-12-02,92
Gesture-Controlled-Robot/Sofar_Project,https://github.com/Gesture-Controlled-Robot/Sofar_Project,2021-04-30,2021-05-04,4,2021-04-30,4
ghanimmukhtar/pr2_sdk,https://github.com/ghanimmukhtar/pr2_sdk,2017-12-18,2017-12-18,0,2017-12-18,0
GijsWeterings/Fedar,https://github.com/GijsWeterings/Fedar,2015-11-09,2016-01-28,80,2015-11-09,80
GiulioRomualdi/cooperative_transport,https://github.com/GiulioRomualdi/cooperative_transport,2016-01-17,2020-04-23,1558,2020-04-23,0
GJXS1980/Graduation_Project,https://github.com/GJXS1980/Graduation_Project,2019-02-19,2020-05-23,459,2019-02-19,459
GJXS1980/rbx2,https://github.com/GJXS1980/rbx2,2020-05-20,2020-05-20,0,2020-05-20,0
gmallory3/MachineLearningForRobotics_catkin,https://github.com/gmallory3/MachineLearningForRobotics_catkin,2016-09-01,2016-12-09,99,2017-03-03,-84
gokul-gokz/IRA_v1,https://github.com/gokul-gokz/IRA_v1,2017-12-18,2019-05-15,513,2017-12-18,513
gokul-gokz/IRA_v2,https://github.com/gokul-gokz/IRA_v2,2017-12-18,2018-03-14,86,2017-12-18,86
gonzalesMK/projeto_semear18,https://github.com/gonzalesMK/projeto_semear18,2018-05-16,2019-10-25,527,2018-05-16,527
gptshubham595/ROS-WINDOWS-FILES,https://github.com/gptshubham595/ROS-WINDOWS-FILES,2019-08-08,2019-09-18,41,2019-08-08,41
grboehringer/turtlebot2,https://github.com/grboehringer/turtlebot2,2021-06-08,2021-06-08,0,2021-06-08,0
gripsCAR/rate_position_controller,https://github.com/gripsCAR/rate_position_controller,2014-03-24,2015-01-20,302,2015-11-02,-286
grizzi/kinova_controllers,https://github.com/grizzi/kinova_controllers,2020-10-24,2021-04-29,187,2020-10-24,187
Grupo03Robotica/rito,https://github.com/Grupo03Robotica/rito,2021-03-24,2021-06-22,90,2021-03-24,90
grvcTeam/mbzirc2020,https://github.com/grvcTeam/mbzirc2020,2019-02-08,2020-10-21,621,2019-02-08,621
gt-ros-pkg/hrl,https://github.com/gt-ros-pkg/hrl,2009-05-31,2018-08-14,3362,2014-01-10,1677
gt-ros-pkg/rcommander-core,https://github.com/gt-ros-pkg/rcommander-core,2011-05-27,2012-09-15,477,2014-01-10,-482
GuanShangbin/spark_plus,https://github.com/GuanShangbin/spark_plus,2022-01-10,2022-01-12,2,2022-01-10,2
guifl2001/resumo_robotica,https://github.com/guifl2001/resumo_robotica,2021-12-07,2021-12-07,0,2021-12-07,0
gustavojcorrea/turtlebot_mrs,https://github.com/gustavojcorrea/turtlebot_mrs,2019-02-02,2019-10-04,244,2019-02-02,244
gustavojcorrea/ucr-ee-senior-design,https://github.com/gustavojcorrea/ucr-ee-senior-design,2018-11-07,2019-03-19,132,2018-10-30,140
GustavovPierre/ROBCOMP_ATV4,https://github.com/GustavovPierre/ROBCOMP_ATV4,2020-10-26,2020-10-26,0,2020-10-26,0
GZHOUW/AMCL-Robot-Localization,https://github.com/GZHOUW/AMCL-Robot-Localization,2020-08-16,2022-01-10,512,2020-08-16,512
HailStorm32/Q.bo_stacks,https://github.com/HailStorm32/Q.bo_stacks,2015-10-30,2015-12-17,48,2015-10-30,48
hakuturu583/robocup_packages,https://github.com/hakuturu583/robocup_packages,2017-08-17,2017-08-17,0,2017-08-17,0
hamzaMahdi/myjay-bot,https://github.com/hamzaMahdi/myjay-bot,2021-04-26,2021-11-03,191,2021-04-26,191
HANDS-FREE/handsfree,https://github.com/HANDS-FREE/handsfree,2017-11-11,2021-05-25,1291,2016-04-09,1872
hankhplee/Duckie-Servant-Robot,https://github.com/hankhplee/Duckie-Servant-Robot,2015-12-12,2017-12-16,735,2017-12-10,6
happy-isiyama/education,https://github.com/happy-isiyama/education,2019-10-25,2019-12-12,48,2019-10-25,48
happy-isiyama/farewell,https://github.com/happy-isiyama/farewell,2021-09-07,2021-09-27,20,2021-09-07,20
happy-isiyama/mic_array_development,https://github.com/happy-isiyama/mic_array_development,2019-12-23,2021-04-23,487,2020-04-03,385
happykoya/okuse_education,https://github.com/happykoya/okuse_education,2021-08-02,2021-10-07,66,2021-08-02,66
happykoya/task_2,https://github.com/happykoya/task_2,2021-09-09,2021-09-09,0,2021-09-09,0
happykoya/task2,https://github.com/happykoya/task2,2021-09-09,2021-09-09,0,2021-09-09,0
happykoya/wrs_2021_koya,https://github.com/happykoya/wrs_2021_koya,2021-08-26,2021-08-26,0,2021-08-26,0
Happy-wada/nvi_pkg,https://github.com/Happy-wada/nvi_pkg,2021-12-14,2021-12-14,0,2021-12-14,0
HappyYusuke/education,https://github.com/HappyYusuke/education,2021-04-19,2021-04-19,0,2021-04-19,0
HappyYusuke/my_training_pkgs,https://github.com/HappyYusuke/my_training_pkgs,2021-10-04,2021-10-04,0,2021-10-04,0
HappyYusuke/smach_tutorial,https://github.com/HappyYusuke/smach_tutorial,2021-09-21,2021-09-21,0,2021-09-21,0
HBPNeurorobotics/ExDBackend,https://github.com/HBPNeurorobotics/ExDBackend,2014-11-05,2020-01-30,1912,2019-12-17,44
HBPNeurorobotics/Experiments,https://github.com/HBPNeurorobotics/Experiments,2017-02-23,2020-01-30,1071,2019-12-17,44
hcrlab/push_pull,https://github.com/hcrlab/push_pull,2015-03-10,2015-09-09,183,2015-06-18,83
hdeeken/mapping_toolkit,https://github.com/hdeeken/mapping_toolkit,2014-10-18,2014-10-22,4,2014-10-18,4
hdh7485/action-with-smach,https://github.com/hdh7485/action-with-smach,2018-02-20,2018-03-04,12,2018-02-20,12
hdh7485/dr_navigation,https://github.com/hdh7485/dr_navigation,2019-02-14,2019-12-17,306,2019-03-08,284
hentaihusinsya/wrs_2021,https://github.com/hentaihusinsya/wrs_2021,2021-08-25,2021-08-31,6,2021-08-25,6
heyuhang0/SAUVC2019-ROS,https://github.com/heyuhang0/SAUVC2019-ROS,2020-01-10,2020-03-27,77,2020-01-10,77
hgaren/aliengo_delivery,https://github.com/hgaren/aliengo_delivery,2020-08-28,2021-05-28,273,2020-08-28,273
HHNTurtlebot3/python_scripts,https://github.com/HHNTurtlebot3/python_scripts,2021-12-22,2022-01-10,19,2021-12-22,19
Hibikino-Musashi-Home/common_pkg,https://github.com/Hibikino-Musashi-Home/common_pkg,2017-03-11,2018-10-01,569,2017-03-11,569
Hibikino-Musashi-Home/gpsr_pkg,https://github.com/Hibikino-Musashi-Home/gpsr_pkg,2017-03-11,2017-03-11,0,2017-03-11,0
Hibikino-Musashi-Home/hma_exia_ggi,https://github.com/Hibikino-Musashi-Home/hma_exia_ggi,2018-05-02,2018-05-03,1,2018-05-02,1
Hibikino-Musashi-Home/hma_hsr_ggi_pkg,https://github.com/Hibikino-Musashi-Home/hma_hsr_ggi_pkg,2018-05-01,2018-05-03,2,2018-05-01,2
Hibikino-Musashi-Home/navigationtest_pkg,https://github.com/Hibikino-Musashi-Home/navigationtest_pkg,2017-03-11,2017-03-11,0,2017-03-11,0
Hibikino-Musashi-Home/rcj2019_dspl_ggi,https://github.com/Hibikino-Musashi-Home/rcj2019_dspl_ggi,2019-08-15,2019-08-15,0,2019-08-15,0
Hibikino-Musashi-Home/rcj2019_opl_ggi,https://github.com/Hibikino-Musashi-Home/rcj2019_opl_ggi,2019-08-13,2019-08-16,3,2019-08-13,3
Hibikino-Musashi-Home/restaurant_pkg,https://github.com/Hibikino-Musashi-Home/restaurant_pkg,2017-03-11,2017-03-11,0,2017-03-11,0
Hibikino-Musashi-Home/robonurse_pkg,https://github.com/Hibikino-Musashi-Home/robonurse_pkg,2017-03-11,2017-03-11,0,2017-03-11,0
hidronautics/AUV,https://github.com/hidronautics/AUV,2017-10-31,2020-02-08,830,2017-10-31,830
hidronautics/stingray,https://github.com/hidronautics/stingray,2019-04-01,2021-11-29,973,2019-04-01,973
HimanshuDubara/nav_sys,https://github.com/HimanshuDubara/nav_sys,2021-01-27,2021-03-23,55,2021-01-27,55
hiter-fzq/ros_ws,https://github.com/hiter-fzq/ros_ws,2019-10-24,2020-02-12,111,2020-03-06,-23
hjanott/ceres_robot,https://github.com/hjanott/ceres_robot,2017-07-21,2018-10-11,447,2018-09-05,36
HLP-R/hlpr_fsm,https://github.com/HLP-R/hlpr_fsm,2016-09-02,2016-11-07,66,2016-09-02,66
HLP-R/hlpr_kinesthetic_teaching,https://github.com/HLP-R/hlpr_kinesthetic_teaching,2016-07-21,2017-11-17,484,2016-07-21,484
HLP-R/hlpr_speech,https://github.com/HLP-R/hlpr_speech,2016-07-18,2018-12-07,872,2016-07-18,872
hmsgit/nrpbackend,https://github.com/hmsgit/nrpbackend,2014-11-05,2019-10-30,1820,2019-05-11,172
hobie88/tu.tino,https://github.com/hobie88/tu.tino,2015-10-13,2015-11-16,34,2015-10-13,34
hri-cnr-lab/w_icar,https://github.com/hri-cnr-lab/w_icar,2021-04-06,2021-04-09,3,2021-04-06,3
hri-group/hri_framework,https://github.com/hri-group/hri_framework,2020-07-29,2021-02-03,189,2020-07-29,189
hruslowkirill/turtlebot-patrol,https://github.com/hruslowkirill/turtlebot-patrol,2016-01-05,2016-01-05,0,2016-01-05,0
Hsin1987/smach_tutorial,https://github.com/Hsin1987/smach_tutorial,2018-05-24,2018-05-24,0,2018-05-24,0
hspy/rosit,https://github.com/hspy/rosit,2020-11-04,2020-12-02,28,2020-11-04,28
http404error/roseco,https://github.com/http404error/roseco,2014-09-29,2022-01-20,2670,2014-09-29,2670
hubo/drc_hubo,https://github.com/hubo/drc_hubo,2013-04-08,2013-08-17,131,2013-08-16,1
HuboLabKaist/gogo_project_WBtask,https://github.com/HuboLabKaist/gogo_project_WBtask,2020-12-02,2020-12-02,0,2020-12-02,0
huchunxu/ros_blog_sources,https://github.com/huchunxu/ros_blog_sources,2017-05-02,2017-09-06,127,2017-05-02,127
huchunxu/ros_exploring,https://github.com/huchunxu/ros_exploring,2017-12-08,2021-09-26,1388,2017-12-08,1388
huiwenzhang/ros-tutorials,https://github.com/huiwenzhang/ros-tutorials,2018-05-11,2018-06-15,35,2018-05-11,35
humanoid-path-planner/hpp_ros_interface,https://github.com/humanoid-path-planner/hpp_ros_interface,2017-10-10,2018-05-29,231,2018-03-09,81
HumphreyLu6/CMPUT-412-C4,https://github.com/HumphreyLu6/CMPUT-412-C4,2019-11-25,2019-12-06,11,2019-11-24,12
huynhvuh/multi_robots_task_allocation,https://github.com/huynhvuh/multi_robots_task_allocation,2020-12-13,2021-02-08,57,2020-12-13,57
hyunoklee/pcsetting,https://github.com/hyunoklee/pcsetting,2018-11-16,2019-11-02,351,2018-11-16,351
IE-482-582/fall2017,https://github.com/IE-482-582/fall2017,2018-12-13,2018-12-13,0,2018-12-13,0
iidaissei/happymimi_apps,https://github.com/iidaissei/happymimi_apps,2021-03-23,2021-11-26,248,2021-03-23,248
iidaissei/mimi_common_pkg,https://github.com/iidaissei/mimi_common_pkg,2019-09-19,2021-04-16,575,2019-09-19,575
IllinoisAUV/robosub,https://github.com/IllinoisAUV/robosub,2017-09-09,2018-08-02,327,2017-10-14,292
Imperoli/rockin_at_work_software,https://github.com/Imperoli/rockin_at_work_software,2015-10-02,2015-10-02,0,2015-10-02,0
inomuh/agv2_pc,https://github.com/inomuh/agv2_pc,2020-07-29,2020-07-29,0,2020-07-29,0
inomuh/agvpc_ros,https://github.com/inomuh/agvpc_ros,2019-11-01,2019-11-15,14,2019-11-01,14
inomuh/agvsim_v2_ros,https://github.com/inomuh/agvsim_v2_ros,2019-11-07,2021-09-24,687,2019-11-07,687
Insper/robot18,https://github.com/Insper/robot18,2018-02-19,2018-05-11,81,2018-02-19,81
Insper/robot18-2,https://github.com/Insper/robot18-2,2018-08-10,2018-10-15,66,2018-08-09,67
Insper/robot19,https://github.com/Insper/robot19,2019-02-05,2020-03-10,399,2019-02-05,399
Insper/robot20,https://github.com/Insper/robot20,2020-03-03,2020-12-11,283,2020-03-03,283
Insper/robot202,https://github.com/Insper/robot202,2020-08-24,2021-09-16,388,2020-08-23,389
Insper/robot21.1,https://github.com/Insper/robot21.1,2021-02-22,2021-10-15,235,2021-02-22,235
Insper/robot21.2,https://github.com/Insper/robot21.2,2021-08-09,2021-12-04,117,2021-08-09,117
insper-classroom/211_bot_aps4,https://github.com/insper-classroom/211_bot_aps4,2021-03-16,2021-03-16,0,2021-03-16,0
insper-classroom/211_robot_p2a,https://github.com/insper-classroom/211_robot_p2a,2021-06-11,2021-06-11,0,2021-06-11,0
insper-classroom/211_robot_p2b,https://github.com/insper-classroom/211_robot_p2b,2021-06-17,2021-06-17,0,2021-06-17,0
insper-classroom/212-robot-aps4,https://github.com/insper-classroom/212-robot-aps4,2021-09-06,2021-09-07,1,2021-09-07,0
insper-classroom/robot_proj_-forca_do_odio_5a,https://github.com/insper-classroom/robot_proj_-forca_do_odio_5a,2021-05-03,2021-06-01,29,2021-05-03,29
insper-classroom/robot_proj_-frioecalculistabrabo_5a,https://github.com/insper-classroom/robot_proj_-frioecalculistabrabo_5a,2021-05-01,2021-05-30,29,2021-05-01,29
insper-classroom/robot_proj_-gunsnrobots_3a,https://github.com/insper-classroom/robot_proj_-gunsnrobots_3a,2021-05-01,2021-05-29,28,2021-05-01,28
insper-classroom/robot_proj_-imback_5a,https://github.com/insper-classroom/robot_proj_-imback_5a,2021-05-02,2021-05-31,29,2021-05-02,29
insper-classroom/robot_proj_-lingling40hrs,https://github.com/insper-classroom/robot_proj_-lingling40hrs,2021-05-03,2021-05-31,28,2021-05-03,28
insper-classroom/robot_proj_-pi_igual_5_3a,https://github.com/insper-classroom/robot_proj_-pi_igual_5_3a,2021-05-03,2021-05-31,28,2021-05-03,28
IntelligentSun/ros-indigo-core,https://github.com/IntelligentSun/ros-indigo-core,2018-08-08,2018-08-08,0,2018-08-08,0
intuitivecomputing/Interactive-Storytelling,https://github.com/intuitivecomputing/Interactive-Storytelling,2018-07-26,2018-07-26,0,2018-07-26,0
ipa320/accompany,https://github.com/ipa320/accompany,2012-01-27,2017-07-31,2012,2012-01-27,2012
ipa320/airbus_coop,https://github.com/ipa320/airbus_coop,2017-06-27,2017-10-17,112,2017-06-27,112
ipa320/automatica2014,https://github.com/ipa320/automatica2014,2014-05-14,2014-07-09,56,2014-05-14,56
ipa320/autopnp,https://github.com/ipa320/autopnp,2011-11-04,2021-09-01,3589,2011-11-04,3589
ipa320/brics_showcase_industry,https://github.com/ipa320/brics_showcase_industry,2013-02-13,2013-03-05,20,2013-02-13,20
ipa320/cob_environment_perception,https://github.com/ipa320/cob_environment_perception,2010-03-09,2019-04-24,3333,2011-10-18,2745
ipa320/cob_scenario_states,https://github.com/ipa320/cob_scenario_states,2012-06-04,2016-05-31,1457,2012-06-04,1457
ipa320/cob_scenario_tools,https://github.com/ipa320/cob_scenario_tools,2012-06-04,2012-07-18,44,2012-06-04,44
ipa320/cob_scenarios,https://github.com/ipa320/cob_scenarios,2011-08-17,2012-07-31,349,2011-10-17,288
ipa320/cob_tutorials,https://github.com/ipa320/cob_tutorials,2012-01-20,2016-03-21,1522,2012-01-19,1523
ipa320/hermes,https://github.com/ipa320/hermes,2013-07-01,2013-07-31,30,2013-07-01,30
ipa320/hmi_2015,https://github.com/ipa320/hmi_2015,2015-03-10,2015-05-27,78,2015-03-10,78
ipa320/ipa_lcrob,https://github.com/ipa320/ipa_lcrob,2012-11-29,2014-02-11,439,2012-11-29,439
ipa320/ipa_seminar,https://github.com/ipa320/ipa_seminar,2013-09-06,2015-11-17,802,2013-09-06,802
ipa320/research-camp-5,https://github.com/ipa320/research-camp-5,2012-09-25,2012-11-14,50,2012-10-04,41
ipa320/srs_public,https://github.com/ipa320/srs_public,2011-02-03,2013-06-03,851,2012-03-30,430
ipa-rmb/autopnp,https://github.com/ipa-rmb/autopnp,2011-11-04,2021-09-01,3589,2012-02-09,3492
irecheck/irecheck,https://github.com/irecheck/irecheck,2020-06-17,2021-10-20,490,2020-06-17,490
irvs/ros_tms,https://github.com/irvs/ros_tms,2014-10-06,2020-02-22,1965,2014-10-06,1965
is0392hr/catkin_ws3,https://github.com/is0392hr/catkin_ws3,2020-09-18,2020-09-18,0,2020-09-18,0
is0392hr/ros_catkin_ws,https://github.com/is0392hr/ros_catkin_ws,2020-11-11,2020-11-11,0,2020-11-11,0
iti-luebeck/BEEP,https://github.com/iti-luebeck/BEEP,2013-04-19,2015-10-06,900,2015-10-06,0
iti-luebeck/HANSE2012,https://github.com/iti-luebeck/HANSE2012,2011-11-01,2015-12-09,1499,2015-12-09,0
itu-rover/rover_18,https://github.com/itu-rover/rover_18,2017-11-23,2018-05-14,172,2017-11-23,172
itu-rover/rover_19,https://github.com/itu-rover/rover_19,2019-01-18,2019-02-05,18,2019-01-18,18
itu-rover/rover_20,https://github.com/itu-rover/rover_20,2019-11-15,2020-12-19,400,2019-11-15,400
ivan-vishniakou/roslaunch_graph,https://github.com/ivan-vishniakou/roslaunch_graph,2017-05-08,2017-10-28,173,2017-10-27,1
IvDmNe/kuka_smach_control,https://github.com/IvDmNe/kuka_smach_control,2021-12-27,2022-01-20,24,2021-12-27,24
IviRome/Portfolio,https://github.com/IviRome/Portfolio,2020-11-25,2021-05-11,167,2020-11-25,167
jack00brown/Flexbe-Advanced-SMACH-based-built-on-actionlibs,https://github.com/jack00brown/Flexbe-Advanced-SMACH-based-built-on-actionlibs,2015-07-10,2017-09-05,788,2017-07-01,66
jackdbrowne/int-robot,https://github.com/jackdbrowne/int-robot,2015-11-06,2015-11-06,0,2015-11-06,0
jackykc/412,https://github.com/jackykc/412,2019-01-23,2019-04-10,77,2019-01-23,77
jackykc/comp2,https://github.com/jackykc/comp2,2019-03-01,2019-03-22,21,2019-03-01,21
jackykc/comp3,https://github.com/jackykc/comp3,2019-03-22,2019-03-22,0,2019-03-22,0
jackykc/comp5,https://github.com/jackykc/comp5,2019-04-10,2019-04-15,5,2019-04-10,5
jacques-saraydaryan/general_mng,https://github.com/jacques-saraydaryan/general_mng,2018-04-26,2021-02-03,1014,2018-04-26,1014
janelia-idf/fly-alcohol-assay,https://github.com/janelia-idf/fly-alcohol-assay,2014-09-10,2018-11-29,1541,2014-09-10,1541
janelia-idf/fly-sorter,https://github.com/janelia-idf/fly-sorter,2015-10-08,2015-10-08,0,2015-10-08,0
JanOS92/AuRA_AAL,https://github.com/JanOS92/AuRA_AAL,2016-08-12,2019-03-22,952,2018-11-07,135
jaredmoore/EvoROS,https://github.com/jaredmoore/EvoROS,2017-07-10,2017-07-16,6,2017-07-10,6
jaredmoore/ros_gazebo_python,https://github.com/jaredmoore/ros_gazebo_python,2016-05-05,2017-07-06,427,2016-05-05,427
javierdiazp/myros,https://github.com/javierdiazp/myros,2016-10-18,2016-11-10,23,2016-11-14,-4
jbohren-forks/linux_networking,https://github.com/jbohren-forks/linux_networking,2010-06-29,2012-07-05,737,2012-12-01,-149
jbohren-forks/pr2_doors,https://github.com/jbohren-forks/pr2_doors,2010-03-03,2011-08-25,540,2013-02-08,-533
JBot/smart-robotics-ros-pkg,https://github.com/JBot/smart-robotics-ros-pkg,2011-01-18,2016-05-08,1937,2011-01-18,1937
JDGETS/machine2017,https://github.com/JDGETS/machine2017,2016-09-15,2017-01-08,115,2016-09-10,120
Jeen225/LeJacques_Workspace,https://github.com/Jeen225/LeJacques_Workspace,2017-06-16,2017-08-05,50,2017-06-16,50
Jelledb03/turtlebot_arm,https://github.com/Jelledb03/turtlebot_arm,2020-11-29,2020-11-29,0,2020-11-29,0
jenniferdavid/taskallocation,https://github.com/jenniferdavid/taskallocation,2020-01-10,2021-04-22,468,2020-01-10,468
jenniferwcheng/asl_turtlebot,https://github.com/jenniferwcheng/asl_turtlebot,2017-01-05,2020-11-20,1415,2020-10-31,20
JerryRain/rosexplore_ws,https://github.com/JerryRain/rosexplore_ws,2019-03-21,2019-03-21,0,2019-03-21,0
jhseeingthings/decision_smach,https://github.com/jhseeingthings/decision_smach,2020-04-19,2021-01-27,283,2020-04-19,283
jincheng-ai/ros-melodic-python3-opencv4,https://github.com/jincheng-ai/ros-melodic-python3-opencv4,2021-06-17,2021-06-17,0,2021-06-17,0
jinglinjackychen/smach,https://github.com/jinglinjackychen/smach,2021-01-05,2021-03-11,65,2021-01-05,65
jinglinjackychen/ur_ws,https://github.com/jinglinjackychen/ur_ws,2021-07-14,2021-07-14,0,2021-07-14,0
jiyeongbaek/assembly_with_objects,https://github.com/jiyeongbaek/assembly_with_objects,2019-07-03,2019-07-08,5,2019-07-03,5
jiyeongbaek/closed_chain_motion_planner,https://github.com/jiyeongbaek/closed_chain_motion_planner,2020-11-16,2021-01-11,56,2020-11-16,56
JKOK005/Mario,https://github.com/JKOK005/Mario,2016-10-07,2017-06-13,249,2017-05-29,15
jlurz24/pr2-litterbox-scooping,https://github.com/jlurz24/pr2-litterbox-scooping,2012-02-26,2016-05-07,1532,2016-05-07,0
jmirabel/hpp_ros_interface,https://github.com/jmirabel/hpp_ros_interface,2017-10-10,2018-07-06,269,2017-10-10,269
jmpechem/sm_n_vis,https://github.com/jmpechem/sm_n_vis,2016-04-29,2017-02-15,292,2016-04-29,292
joaomacp/kinova_manipulation,https://github.com/joaomacp/kinova_manipulation,2020-03-04,2020-10-15,225,2020-03-04,225
Joel-Jebitto-Dev/Dev,https://github.com/Joel-Jebitto-Dev/Dev,2021-01-24,2021-01-26,2,2021-01-24,2
johodges/mbzirc_c2_auto,https://github.com/johodges/mbzirc_c2_auto,2016-10-20,2018-05-23,580,2016-10-20,580
joschu/python,https://github.com/joschu/python,2012-06-05,2013-02-15,255,2012-06-05,255
